City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
194,Paita,PE,2022-02-05 21:41:59,-5.0892,-81.1144,82.96,73,3,17.6
195,Saint George,US,2022-02-05 21:42:00,37.1041,-113.5841,61.27,18,0,1.99
196,Kozachi Laheri,UA,2022-02-05 21:42:00,46.7037,32.9776,35.89,95,99,5.35
197,Longyearbyen,SJ,2022-02-05 21:40:34,78.2186,15.6401,8.44,61,20,21.85
198,Beringovskiy,RU,2022-02-05 21:41:21,63.05,179.3167,-10.55,93,54,13.78
199,Kurumkan,RU,2022-02-05 21:42:01,54.3,110.3,-3.5,98,100,2.17
200,Ahipara,NZ,2022-02-05 21:40:29,-35.1667,173.1667,73.08,93,99,5.99
201,Cumbum,IN,2022-02-05 21:42:02,9.7333,77.3,69.17,97,94,2.46
202,Sagar,IN,2022-02-05 21:42:02,23.8333,78.7167,51.62,42,1,5.1
203,Brae,GB,2022-02-05 21:42:03,60.3964,-1.353,39.11,59,100,37.02
204,Dhidhdhoo,MV,2022-02-05 21:40:30,6.8833,73.1,79.59,70,29,6.08
205,Havre-Saint-Pierre,CA,2022-02-05 21:42:03,50.2334,-63.5986,9.19,61,75,11.5
206,Luganville,VU,2022-02-05 21:42:04,-15.5333,167.1667,83.86,74,90,4.72
207,Esperance,AU,2022-02-05 21:42:04,-33.8667,121.9,64.24,68,5,17.65
208,Dwarka,IN,2022-02-05 21:42:05,22.2394,68.9678,68.86,63,0,5.37
209,Cap-Aux-Meules,CA,2022-02-05 21:42:05,47.3821,-61.8597,19.45,86,100,28.77
210,Mae Sai,TH,2022-02-05 21:42:06,20.4335,99.8762,65.52,99,99,1.81
211,Simpang Empat,MY,2022-02-05 21:42:06,4.95,100.6333,79.97,94,100,3.49
212,Magnitogorsk,RU,2022-02-05 21:42:06,53.4186,59.0472,7.63,92,75,8.95
213,Khlevnoye,RU,2022-02-05 21:42:07,52.1951,39.0932,10.42,100,60,4.88
214,Asau,RO,2022-02-05 21:42:07,46.4333,26.4,33.4,94,88,3.42
