City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Marfino,RU,55.7028,37.3822,31.91,86,75,8.95,broken clouds
346,Cidreira,BR,-30.1811,-50.2056,74.75,64,53,13.44,broken clouds
347,Alytus,LT,54.4,24.05,39.11,89,100,16.8,overcast clouds
348,Sosva,RU,59.1766,61.8558,-3.26,100,87,2.66,overcast clouds
349,Valparaiso,CL,-33.0393,-71.6273,66.47,75,40,11.5,haze
350,Aksu,CN,41.1231,80.2644,28.47,57,100,2.17,overcast clouds
351,San Andres,CO,12.5847,-81.7006,84.22,61,20,9.22,few clouds
352,Kisangani,CD,0.5167,25.2,75.29,58,26,1.32,scattered clouds
353,Hobyo,SO,5.3505,48.5268,76.64,72,29,20.2,scattered clouds
354,Aklavik,CA,68.2191,-135.0107,-41.8,66,40,0.0,fog
355,Ishim,RU,56.1128,69.4902,4.73,96,100,5.37,overcast clouds
356,Chabahar,IR,25.2919,60.643,71.42,53,0,7.61,clear sky
357,Palmer,US,42.1584,-72.3287,41.68,71,75,14.97,broken clouds
358,Gravdal,NO,68.1214,13.5031,35.49,80,75,11.5,light shower snow
359,Dunda,TZ,-8.1167,34.25,64.74,94,97,2.66,light rain
360,Opuwo,NA,-18.0607,13.84,71.31,56,54,8.72,broken clouds
361,Nuuk,GL,64.1835,-51.7216,5.61,66,75,17.27,broken clouds
362,Biltine,TD,14.5333,20.9167,68.45,10,0,5.99,clear sky
363,Yerbogachen,RU,61.2767,108.0108,-17.68,98,100,4.56,overcast clouds
364,Maxixe,MZ,-23.8597,35.3472,73.38,85,0,7.16,clear sky
365,Auki,SB,-8.7676,160.7034,79.9,86,96,11.68,moderate rain
366,Katobu,ID,-4.9408,122.5276,74.71,92,86,1.39,overcast clouds
367,Calnali,MX,20.9167,-98.5833,45.86,75,99,1.81,overcast clouds
368,Daru,PG,-9.0763,143.2092,77.92,88,97,5.82,overcast clouds
369,Pontes E Lacerda,BR,-15.2261,-59.3353,74.03,94,100,1.16,overcast clouds
370,Skjervoy,NO,70.0311,20.9714,32.18,67,100,15.97,overcast clouds
371,Engenheiro Beltrao,BR,-23.7972,-52.2692,83.03,39,0,3.67,clear sky
372,Port Moresby,PG,-9.4431,147.1797,76.55,85,99,1.97,overcast clouds
373,Ulagan,RU,50.6321,87.9563,-6.88,93,95,1.3,overcast clouds
374,Kuloy,RU,61.0305,42.4925,26.46,95,100,7.27,overcast clouds
375,Jubbal,IN,31.1167,77.6667,35.26,83,100,1.57,light snow
376,Iisalmi,FI,63.5592,27.1907,26.62,96,100,7.05,light snow
377,Saldanha,ZA,-33.0117,17.9442,64.09,93,36,10.25,scattered clouds
378,Tekirdag,TR,40.978,27.5085,40.35,72,100,25.52,light rain
379,Ulaanbaatar,MN,47.9077,106.8832,-12.87,77,0,0.0,clear sky
380,Nouadhibou,MR,20.931,-17.0347,66.85,71,96,11.7,overcast clouds
381,Buchen,DE,49.5239,9.3231,44.62,89,100,6.71,overcast clouds
382,Porto Velho,BR,-8.7619,-63.9039,82.45,78,40,4.61,scattered clouds
383,Sangar,RU,63.9242,127.4739,-38.78,100,100,1.86,overcast clouds
384,Richards Bay,ZA,-28.783,32.0377,70.68,89,2,3.0,clear sky
385,Trinidad,BO,-14.8333,-64.9,87.78,58,75,5.75,broken clouds
386,Mahabad,IR,36.7631,45.7222,26.44,89,12,9.71,few clouds
387,Verkhoyansk,RU,67.5447,133.385,-45.94,100,91,1.36,overcast clouds
388,Eau Claire,US,44.8114,-91.4985,34.86,64,40,8.05,scattered clouds
389,Sol-Iletsk,RU,51.1631,54.9918,4.5,99,100,4.43,overcast clouds
390,Chokwe,MZ,-24.5333,32.9833,73.47,81,0,4.81,clear sky
391,Mae Sai,TH,20.4335,99.8762,58.89,69,99,2.64,overcast clouds
392,Carballo,ES,43.213,-8.691,53.87,86,6,3.51,clear sky
393,Rawson,AR,-43.3002,-65.1023,67.03,54,96,21.09,overcast clouds
394,Morondava,MG,-20.2833,44.2833,80.33,80,100,3.02,overcast clouds
395,Foam Lake,CA,51.65,-103.5343,23.61,88,99,17.92,overcast clouds
396,Teseney,ER,15.11,36.6575,75.15,48,5,9.8,clear sky
397,Stephenville,US,32.2207,-98.2023,66.81,22,0,11.5,clear sky
398,Xuchang,CN,34.0167,113.8167,32.88,76,100,5.48,overcast clouds
399,Miramar,US,25.9873,-80.2323,81.01,66,75,6.91,broken clouds
400,Kysyl-Syr,RU,63.8986,122.7617,-43.33,100,90,0.31,overcast clouds
401,Akot,IN,21.0964,77.0586,71.28,45,97,3.18,overcast clouds
402,Arawa,PG,-6.2132,155.5367,78.28,91,100,3.4,overcast clouds
403,Saint-Augustin,CA,51.226,-58.6502,15.93,93,92,8.88,overcast clouds
404,Ostrovnoy,RU,68.0531,39.5131,14.31,89,49,15.61,scattered clouds
405,Fort Frances,CA,48.5999,-93.4003,38.16,72,100,11.5,overcast clouds
406,Clyde River,CA,70.4692,-68.5914,-23.57,69,75,0.0,broken clouds
407,Yanam,IN,16.7333,82.2167,68.41,85,14,1.86,few clouds
408,Huautla,MX,21.0333,-98.2833,54.64,65,98,1.01,overcast clouds
409,Ketchikan,US,55.3422,-131.6461,43.27,87,100,18.41,moderate rain
410,Seoul,KR,37.5683,126.9778,24.24,42,100,1.48,overcast clouds
411,Dikson,RU,73.5069,80.5464,2.07,95,100,21.9,overcast clouds
412,Bengkulu,ID,-3.8004,102.2655,76.32,85,100,5.39,overcast clouds
413,Port Hardy,CA,50.6996,-127.4199,46.76,93,100,20.71,moderate rain
414,Requena,ES,39.4883,-1.1004,46.99,86,0,4.05,clear sky
415,Calama,CL,-22.4667,-68.9333,75.69,11,0,23.02,clear sky
416,Swan Hill,AU,-35.3378,143.5544,72.9,43,94,2.28,overcast clouds
417,Port-De-Bouc,FR,43.4,4.9833,50.02,79,0,5.75,clear sky
418,Paamiut,GL,61.994,-49.6678,-0.83,83,100,9.01,overcast clouds
419,La Ronge,CA,55.1001,-105.2842,17.82,79,100,17.27,overcast clouds
420,Khorixas,NA,-20.3667,14.9667,72.55,65,100,14.63,overcast clouds
421,Husavik,IS,66.0449,-17.3389,29.64,92,100,23.82,snow
422,Linjiang,CN,41.8069,126.9078,3.61,98,20,1.54,few clouds
423,Botou,CN,38.0667,116.5667,33.19,49,100,6.15,overcast clouds
424,Envira,BR,-7.3,-70.2167,78.21,92,96,2.55,overcast clouds
425,Pyatnitskoye,RU,50.4233,37.8273,32.99,100,100,3.58,snow
426,Merke,KZ,42.8728,73.1786,33.19,79,100,4.76,overcast clouds
427,Ust-Koksa,RU,50.2696,85.6108,5.49,98,100,0.29,overcast clouds
428,Ust-Kulom,RU,61.6864,53.6902,5.13,97,94,6.2,overcast clouds
429,Skofja Loka,SI,46.1655,14.3063,41.41,50,0,0.0,clear sky
430,Mehamn,NO,71.0357,27.8492,30.38,88,93,16.46,overcast clouds
431,Dunmore Town,BS,25.5,-76.65,75.16,75,11,4.85,few clouds
432,Blackwater,AU,-23.5833,148.8833,68.18,74,51,5.7,broken clouds
433,Benin,BJ,9.5,2.25,83.07,15,13,4.25,few clouds
434,Hillsboro,US,45.5229,-122.9898,54.91,81,100,4.61,mist
435,Kerema,PG,-7.9631,145.7785,77.81,82,96,3.4,overcast clouds
436,Sargatskoye,RU,55.6101,73.4972,3.13,98,86,6.29,overcast clouds
437,Alugan,PH,12.2188,125.4808,79.41,72,100,11.48,overcast clouds
438,Kurumkan,RU,54.3,110.3,-2.63,91,93,4.27,overcast clouds
439,Tieling,CN,42.2931,123.8414,21.27,69,7,5.55,clear sky
440,Laslea,RO,46.2167,24.65,33.24,82,20,6.11,few clouds
441,Ferme-Neuve,CA,46.7001,-75.4493,30.45,83,100,4.0,overcast clouds
442,Mogadishu,SO,2.0371,45.3438,77.07,85,10,20.18,clear sky
443,Barra Do Garcas,BR,-15.89,-52.2567,84.18,67,83,4.38,broken clouds
444,Zile,TR,40.3031,35.8864,38.52,92,100,3.47,overcast clouds
445,Zyryanka,RU,65.75,150.85,-46.01,100,66,4.65,broken clouds
446,Carahue,CL,-38.7,-73.1667,77.2,55,41,10.2,scattered clouds
447,Morgan Hill,US,37.1305,-121.6544,71.92,32,0,10.36,clear sky
448,Sadao,TH,6.6388,100.4234,76.82,93,79,3.29,broken clouds
449,Sondershausen,DE,51.3667,10.8667,48.06,86,100,15.12,overcast clouds
450,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,93,75,2.24,broken clouds
451,Sakakah,SA,29.9697,40.2064,55.92,31,0,8.48,clear sky
452,Mormugao,IN,15.4,73.8,70.92,84,14,12.82,few clouds
453,Totma,RU,59.9747,42.7642,26.46,97,100,6.8,light snow
454,Oranjemund,NA,-28.55,16.4333,65.55,89,15,6.31,few clouds
455,Kamenka,RU,51.3223,42.7678,32.76,93,100,14.74,overcast clouds
456,Svetlyy,RU,54.675,20.1347,41.05,82,6,23.35,clear sky
457,Imbituba,BR,-28.24,-48.6703,75.09,62,1,9.17,clear sky
458,Bogale,MM,16.2833,95.4,63.61,65,85,6.51,overcast clouds
459,Grindavik,IS,63.8424,-22.4338,30.67,100,75,8.05,light shower snow
460,Mahon,ES,39.8885,4.2658,50.56,93,20,4.61,few clouds
461,Luena,AO,-11.7833,19.9167,62.02,93,95,4.0,overcast clouds
462,Coihaique,CL,-45.5752,-72.0662,66.81,34,20,10.36,few clouds
463,Manokwari,ID,-0.8667,134.0833,77.45,82,88,5.41,moderate rain
464,Takoradi,GH,4.8845,-1.7554,79.83,83,12,9.46,few clouds
465,Kamphaeng Phet,TH,16.25,99.5,74.82,46,100,3.58,overcast clouds
466,Poum,NC,-20.2333,164.0167,81.75,85,100,26.19,overcast clouds
467,Boyuibe,BO,-20.4167,-63.2833,88.14,28,33,8.46,scattered clouds
468,Pyay,MM,18.8167,95.2167,63.09,37,100,2.1,overcast clouds
469,Mporokoso,ZM,-9.3727,30.125,62.22,96,95,2.3,overcast clouds
470,Turbat,PK,26.0023,63.044,68.49,30,0,5.5,clear sky
471,Neiafu,TO,-18.65,-173.9833,78.98,84,100,24.56,overcast clouds
472,Kruisfontein,ZA,-34.0033,24.7314,68.23,60,0,3.15,clear sky
473,Sahuaripa,MX,29.05,-109.2333,70.07,16,0,6.24,clear sky
474,Raga,SS,8.4596,25.678,72.21,17,12,2.19,few clouds
475,Zimovniki,RU,47.1483,42.4633,37.42,79,100,12.66,moderate rain
476,Manakara,MG,-22.1333,48.0167,78.12,93,100,12.66,light rain
477,Harper,LR,4.375,-7.7169,79.18,84,5,8.16,clear sky
478,Asyut,EG,27.181,31.1837,59.45,25,0,4.94,clear sky
479,Torbay,CA,47.6666,-52.7314,29.57,80,100,7.0,overcast clouds
480,Zenica,BA,44.2014,17.9064,30.61,89,87,2.04,overcast clouds
481,Kushiro,JP,42.975,144.3747,18.03,87,89,3.44,overcast clouds
482,Goulburn,AU,-34.75,149.7167,55.65,65,0,3.76,clear sky
483,Scarborough,GB,54.2797,-0.4044,53.53,90,100,5.01,overcast clouds
484,Prince Rupert,CA,54.3161,-130.3201,39.52,94,100,11.61,moderate rain
485,Biala Podlaska,PL,52.0324,23.1165,38.28,94,100,18.16,overcast clouds
486,Batagay-Alyta,RU,67.8006,130.4114,-32.8,97,64,4.05,broken clouds
487,Kashi,CN,39.4547,75.9797,26.31,57,100,2.93,overcast clouds
488,Napier,NZ,-39.4833,176.9167,72.28,84,99,4.0,overcast clouds
489,San Patricio,US,28.017,-97.5169,70.21,28,0,3.04,clear sky
490,Yarada,IN,17.65,83.2667,70.12,88,20,2.3,mist
491,Borogontsy,RU,62.6683,131.1683,-30.59,100,100,0.96,overcast clouds
492,Jobner,IN,26.9667,75.3833,60.22,56,80,7.87,broken clouds
493,Canutama,BR,-6.5339,-64.3831,79.36,92,100,2.8,overcast clouds
494,Araouane,ML,18.9048,-3.5265,71.71,9,0,10.47,clear sky
495,Sobue,JP,35.25,136.7167,37.35,78,100,4.97,overcast clouds
496,Samaipata,BO,-18.15,-63.8667,66.42,53,95,3.06,overcast clouds
497,Hutchinson,US,38.0608,-97.9298,61.29,25,0,14.97,clear sky
498,Juba,SS,4.8517,31.5825,79.63,26,26,3.0,scattered clouds
499,Hovd,MN,48.0056,91.6419,-11.96,79,12,2.71,few clouds
500,Huron,US,41.1501,-82.5499,31.51,63,15,11.21,few clouds
501,Lichtenau,DE,51.6167,8.9,46.78,83,100,12.66,overcast clouds
502,Anadyr,RU,64.75,177.4833,-30.5,68,20,13.42,few clouds
503,Hailin,CN,44.5833,129.4167,-4.99,100,66,1.59,broken clouds
504,Itarema,BR,-2.9248,-39.9167,82.9,72,7,14.72,clear sky
505,Kampil,IN,27.6167,79.2833,58.84,76,11,5.32,few clouds
506,Emmett,US,43.8735,-116.4993,40.55,66,32,1.74,scattered clouds
507,Jose Bonifacio,BR,-21.0528,-49.6883,84.4,59,31,5.26,scattered clouds
508,Fairbanks,US,64.8378,-147.7164,-3.41,74,0,5.75,clear sky
509,Sakaiminato,JP,35.55,133.2333,43.92,79,100,18.03,overcast clouds
510,Kenai,US,60.5544,-151.2583,31.03,93,100,13.8,light snow
511,Aasiaat,GL,68.7098,-52.8699,-9.63,92,100,14.07,overcast clouds
512,Elizabeth City,US,36.2946,-76.2511,50.05,75,0,8.99,clear sky
513,Suihua,CN,46.6406,126.9969,-1.28,100,100,6.42,overcast clouds
514,Necochea,AR,-38.5473,-58.7368,75.72,47,8,9.31,clear sky
515,Minab,IR,27.1467,57.0801,62.1,60,0,1.88,clear sky
516,Buchanan,LR,5.8808,-10.0467,80.56,78,83,9.35,broken clouds
517,Berlevag,NO,70.8578,29.0864,26.55,68,75,12.66,broken clouds
518,Lagos,NG,6.5833,3.75,79.07,85,95,6.8,overcast clouds
519,Odweyne,SO,9.4092,45.064,67.55,41,21,5.97,few clouds
520,Krasnofarfornyy,RU,59.1364,31.8502,22.87,97,100,4.34,overcast clouds
521,Gat,IL,31.61,34.7642,57.4,57,55,4.99,broken clouds
522,Deori,IN,21.45,82.6167,63.82,31,29,2.46,scattered clouds
523,Ormara,PK,25.2088,64.6357,70.18,66,0,13.6,clear sky
524,Borazjan,IR,29.2666,51.2159,56.21,56,0,0.54,clear sky
525,Suba,PH,10.8438,121.0102,79.68,84,94,22.86,overcast clouds
526,Ancud,CL,-41.8697,-73.8203,72.23,59,100,8.72,overcast clouds
527,Northam,GB,51.0333,-4.2167,50.4,89,100,15.14,overcast clouds
528,Colesberg,ZA,-30.72,25.0972,75.2,39,7,12.44,clear sky
529,San Pedro Del Pinatar,ES,37.8357,-0.791,56.28,78,0,4.61,clear sky
530,Progreso,MX,21.2833,-89.6667,71.71,80,100,24.34,overcast clouds
531,Baghdad,IQ,33.3406,44.4009,55.31,47,0,5.75,clear sky
532,Raichur,IN,16.2,77.3667,72.57,61,63,12.77,broken clouds
533,Kamaishi,JP,39.2667,141.8833,29.82,66,6,6.22,clear sky
534,Narasannapeta,IN,18.4167,84.05,69.57,78,13,1.01,few clouds
535,Flin Flon,CA,54.7682,-101.865,24.64,80,100,12.66,overcast clouds
536,Sinnamary,GF,5.3833,-52.95,80.19,77,84,8.39,broken clouds
537,Ayr,GB,55.4627,-4.6339,46.38,81,75,12.66,broken clouds
538,Zvenigovo,RU,55.9742,48.0181,23.95,96,96,7.25,overcast clouds
539,Denpasar,ID,-8.65,115.2167,76.71,100,75,1.14,broken clouds
540,Karpogory,RU,64.0019,44.4451,18.46,93,94,8.63,overcast clouds
541,Humberto De Campos,BR,-2.5983,-43.4611,81.61,80,47,6.69,scattered clouds
542,Pafos,CY,34.7667,32.4167,62.51,77,20,9.22,few clouds
543,Boguchany,RU,58.3814,97.4531,-22.29,100,66,3.74,broken clouds
544,Santo Tomas,PH,14.1079,121.1414,77.32,88,16,7.11,few clouds
545,Bangassou,CF,4.7413,22.8184,75.51,27,49,1.9,scattered clouds
546,Buala,SB,-8.145,159.5921,80.58,83,98,10.83,overcast clouds
547,Ucluelet,CA,48.9329,-125.5528,45.09,93,100,5.68,overcast clouds
548,Temir,KZ,49.1414,57.13,14.43,98,95,6.6,overcast clouds
549,Tevaitoa,PF,-16.7833,-151.5,81.55,78,99,19.84,overcast clouds
550,Broome,US,42.2506,-75.833,35.02,69,100,11.5,overcast clouds
551,Namatanai,PG,-3.6667,152.4333,79.21,82,100,3.24,light rain
552,Port Hedland,AU,-20.3167,118.5667,77.05,83,62,3.44,broken clouds
553,Rosarito,MX,32.3333,-117.0333,81.41,22,8,3.83,clear sky
554,Den Helder,NL,52.9599,4.7593,49.95,89,100,18.41,overcast clouds
555,San Policarpo,PH,12.1791,125.5072,80.1,70,100,12.24,overcast clouds
556,Yuci,CN,37.6803,112.7319,17.35,73,15,2.24,few clouds
557,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,69,40,14.97,scattered clouds
558,Lorengau,PG,-2.0226,147.2712,81.45,81,96,8.61,overcast clouds
559,Sungairaya,ID,0.7,108.9,75.97,89,96,2.46,moderate rain
560,Minsk,BY,53.9,27.5667,29.95,97,100,15.46,light snow
561,San Juan,AR,-31.5375,-68.5364,93.27,18,0,6.55,clear sky
562,Lagoa Vermelha,BR,-28.2086,-51.5258,79.39,27,0,7.52,clear sky
563,Ippy,CF,6.2679,21.2247,80.19,17,98,3.42,overcast clouds
564,Ranong,TH,9.9658,98.6348,75.25,88,7,3.49,clear sky
565,Teya,RU,60.3778,92.6267,-23.37,100,44,0.78,scattered clouds
566,Campbell River,CA,50.0163,-125.2446,42.6,100,100,2.3,mist
567,Canyon,US,34.9803,-101.9188,63.52,23,1,18.52,clear sky
568,Hakkari,TR,37.5833,44.1667,21.51,98,95,2.15,overcast clouds
569,Emborion,GR,40.4833,21.55,30.56,70,3,9.04,clear sky
570,Belogorsk,RU,50.9158,128.4611,-0.38,96,100,6.17,overcast clouds
571,Tsaratanana,MG,-16.7833,47.65,73.11,96,100,2.28,overcast clouds
572,Miandrivazo,MG,-19.5167,45.4667,78.12,88,100,1.48,light rain
573,San Quintin,MX,30.4833,-115.95,69.82,20,1,6.98,clear sky
574,Am Timan,TD,11.0297,20.2827,77.77,14,4,4.21,clear sky
575,Ohangaron,UZ,40.9064,69.6383,33.94,90,100,1.34,overcast clouds
576,Jian,CN,27.1172,114.9793,39.11,89,100,5.1,overcast clouds
577,Ngunguru,NZ,-35.6167,174.5,74.16,99,79,10.25,broken clouds
578,Bonfim,BR,3.0833,-59.95,95.68,30,98,6.13,overcast clouds
579,Salta,AR,-24.7859,-65.4117,75.49,63,92,5.99,overcast clouds
580,Hornepayne,CA,49.2138,-84.7705,26.91,81,100,9.6,overcast clouds
581,Akdagmadeni,TR,39.6603,35.8836,37.99,74,100,16.42,overcast clouds
582,Majene,ID,-3.5403,118.9707,77.65,86,100,5.06,overcast clouds
583,Batagay,RU,67.6333,134.6333,-44.91,98,91,3.04,overcast clouds
584,Pangnirtung,CA,66.1451,-65.7125,-9.4,77,100,4.61,light snow
585,Amos,CA,48.5669,-78.1162,27.18,90,100,4.03,overcast clouds
586,Lakselv,NO,70.0513,24.9718,26.42,74,100,21.85,overcast clouds
587,Barcelona,ES,41.3888,2.159,55.78,88,20,8.05,few clouds
588,Carupano,VE,10.6678,-63.2585,80.49,70,87,12.95,overcast clouds
589,Omboue,GA,-1.5746,9.2618,78.51,84,100,6.08,overcast clouds
590,Union,US,40.6334,-74.2663,43.21,59,100,18.41,overcast clouds
591,Nara,JP,34.6851,135.8049,38.48,62,100,0.89,overcast clouds
592,Mitsamiouli,KM,-11.3847,43.2844,81.25,79,100,9.66,overcast clouds
593,Adre,TD,13.4667,22.2,66.07,11,11,7.83,few clouds
594,Celestun,MX,20.8667,-90.4,69.28,81,100,22.75,overcast clouds
595,Huilong,CN,31.8111,121.655,41.04,72,81,6.24,light rain
596,Puerto Narino,CO,-3.7703,-70.3831,85.95,85,100,3.31,overcast clouds
597,George,ZA,-33.963,22.4617,69.21,66,59,3.83,broken clouds
598,Okha,RU,53.5739,142.9478,15.8,93,100,18.63,light snow
599,Evensk,RU,61.95,159.2333,-6.27,70,9,7.49,clear sky
600,Kahului,US,20.8947,-156.47,79.86,65,20,18.41,few clouds
601,Kolondieba,ML,11.0882,-6.8926,81.37,13,65,5.06,broken clouds
602,Winnemucca,US,40.973,-117.7357,52.11,35,0,6.91,clear sky
603,Hohhot,CN,40.8106,111.6522,10.69,52,0,4.47,clear sky
604,Sorland,NO,67.667,12.6934,35.67,58,100,31.79,light rain
605,Pokrovsk,UA,48.282,37.1758,32.83,99,100,3.58,overcast clouds
606,Alofi,NU,-19.0595,-169.9187,73.29,85,100,5.75,shower rain
607,Kayanga,TZ,-1.5303,31.1511,61.25,78,64,1.19,broken clouds
608,Brigantine,US,39.4101,-74.3646,46.06,56,0,14.97,clear sky
609,Kyra,RU,49.5776,111.9753,1.78,94,99,4.07,overcast clouds
610,Barahona,DO,18.2085,-71.1008,84.02,58,20,18.41,few clouds
611,Ferrol,ES,43.4832,-8.2369,55.65,70,6,4.45,clear sky
612,Paita,PE,-5.0892,-81.1144,81.16,67,31,14.85,scattered clouds
613,Moranbah,AU,-22.0016,148.0466,68.47,81,3,2.33,clear sky
614,Kiama,AU,-34.6833,150.8667,61.38,91,2,5.88,clear sky
615,Ara,IN,25.5667,84.6667,51.69,75,0,5.1,clear sky
616,Lodja,CD,-3.4833,23.4333,72.82,83,88,1.68,overcast clouds
617,Russkaya Polyana,UA,49.417,31.9201,31.12,80,100,7.85,overcast clouds
618,Vallenar,CL,-28.5708,-70.7581,85.15,33,0,10.74,clear sky
619,Davidson,US,36.1501,-86.7833,57.72,34,0,11.99,clear sky
620,Uvat,RU,59.1433,68.8953,3.31,97,39,6.04,scattered clouds
621,Port-Gentil,GA,-0.7193,8.7815,80.76,79,95,8.77,overcast clouds
622,Codrington,AU,-38.2667,141.9667,67.17,70,99,5.44,overcast clouds
623,Hofn,IS,64.2539,-15.2082,29.41,66,100,11.03,overcast clouds
624,Ozernovskiy,RU,51.5,156.5167,26.85,80,100,13.65,overcast clouds
625,Dymer,UA,50.7865,30.3026,34.56,90,100,8.21,overcast clouds
626,Karratha,AU,-20.7377,116.8463,82.71,76,94,9.13,overcast clouds
627,Surt,LY,31.2089,16.5887,57.4,60,100,22.46,overcast clouds
628,Quatre Cocos,MU,-20.2078,57.7625,75.31,80,93,7.7,overcast clouds
629,Inuvik,CA,68.3499,-133.7218,-33.74,67,20,2.3,few clouds
630,Hervey Bay,AU,-25.2986,152.8535,66.04,89,38,8.99,scattered clouds
631,San Isidro,PE,-12.1167,-77.05,75.25,71,20,9.22,few clouds
632,Aginskoye,RU,51.1,114.53,1.2,92,35,8.37,scattered clouds
633,Gari,RU,59.4307,62.3497,-1.37,100,80,4.18,broken clouds
634,Ohaba,RO,46.0706,23.7894,31.82,83,42,5.61,scattered clouds
635,Lesnoye,RU,58.2841,35.5158,26.74,95,94,6.51,overcast clouds
636,Chupa,RU,66.27,33.0549,15.49,97,95,4.99,overcast clouds
637,Sfantu Gheorghe,RO,45.8667,25.7833,32.67,89,96,11.83,overcast clouds
638,Smithers,CA,54.7804,-127.1743,37.72,70,75,4.61,broken clouds
639,Rognan,NO,67.0953,15.3878,33.94,95,91,7.63,snow
640,Latung,PH,5.5,120.8833,81.12,76,100,4.45,moderate rain
641,Selkirk,CA,50.1436,-96.8845,36.41,90,98,18.9,overcast clouds
642,Louis Trichardt,ZA,-23.0439,29.9032,70.05,71,38,2.3,scattered clouds
643,Mount Gambier,AU,-37.8333,140.7667,62.51,88,75,10.36,broken clouds
644,Tabou,CI,4.423,-7.3528,79.32,84,5,9.01,clear sky
645,Saint-Georges,GD,12.0564,-61.7485,83.88,61,20,18.41,few clouds
646,Bonito,BR,-21.1211,-56.4819,92.66,13,0,9.42,clear sky
647,Mackay,AU,-21.15,149.2,68.68,74,2,4.03,clear sky
648,Rawah,IQ,34.4816,41.9093,54.32,59,100,12.86,overcast clouds
649,Iringa,TZ,-7.7667,35.7,59.23,95,100,2.98,light rain
650,Samus,RU,56.7475,84.6992,-2.88,99,15,4.45,few clouds
651,Chimbote,PE,-9.0853,-78.5783,76.01,66,42,10.74,scattered clouds
652,Safford,US,32.834,-109.7076,62.92,24,0,4.12,clear sky
653,Warrnambool,AU,-38.3833,142.4833,66.81,71,81,4.56,broken clouds
654,Salekhard,RU,66.53,66.6019,-17.41,100,100,5.1,overcast clouds
655,Jizan,SA,17.3333,42.6667,77.94,67,3,2.1,clear sky
656,Sukhoy Log,RU,56.9094,62.0296,9.45,97,94,5.93,overcast clouds
657,Ixtapa,MX,20.7,-105.2,74.43,69,0,9.22,clear sky
658,Coquimbo,CL,-29.9533,-71.3436,69.53,68,40,13.8,scattered clouds
659,Esmeraldas,BR,-19.7625,-44.3139,72.64,94,100,5.97,overcast clouds
660,Piacabucu,BR,-10.4056,-36.4344,82.99,68,0,11.56,clear sky
661,Srivardhan,IN,18.0333,73.0167,67.75,83,8,6.2,clear sky
662,Pierre,US,44.3683,-100.351,54.86,28,0,45.01,clear sky
663,Jardim,BR,-21.4803,-56.1381,91.45,15,1,8.03,clear sky
664,Pingzhuang,CN,42.0372,119.2889,19.02,49,60,2.01,broken clouds
665,Kamogawa,JP,35.1,140.1,42.1,85,72,8.66,broken clouds
666,Tuatapere,NZ,-46.1333,167.6833,53.82,87,94,3.67,overcast clouds
667,Diamantino,BR,-14.4086,-56.4461,79.16,79,100,2.26,overcast clouds
668,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,46,0,2.3,clear sky
669,Praia,CV,14.9215,-23.5087,72.14,73,0,16.11,clear sky
670,Sadri,IN,25.1833,73.4333,63.54,48,0,6.31,clear sky
671,Ballina,AU,-28.8667,153.5667,61.95,89,21,5.28,few clouds
672,Fort Morgan,US,40.2503,-103.8,48.94,36,0,23.02,clear sky
673,Lixourion,GR,38.2019,20.4314,48.72,44,0,17.38,clear sky
674,Basco,PH,20.4487,121.9702,73.2,84,100,25.39,overcast clouds
675,Shalakusha,RU,62.2247,40.2539,20.5,97,93,5.26,overcast clouds
676,Anakapalle,IN,17.6833,83.0167,69.75,84,2,1.74,clear sky
677,Kita,ML,13.0349,-9.4895,80.73,9,0,5.17,clear sky
678,Elko,US,41.0002,-115.5012,48.06,31,0,1.97,clear sky
679,Saint-Francois,FR,46.4154,3.9054,36.84,85,0,1.14,clear sky
680,Altamira,BR,-3.2033,-52.2064,84.29,79,75,4.61,broken clouds
681,Orlik,RU,52.5178,99.825,-14.66,97,88,0.96,overcast clouds
682,Bosobolo,CD,4.1833,19.9,77.95,24,52,0.07,broken clouds
683,Plainfield,US,40.6168,-74.4173,43.0,60,100,18.41,overcast clouds
684,Almaznyy,RU,48.0448,40.045,37.54,99,100,9.4,moderate rain
685,Hualmay,PE,-11.0964,-77.6139,74.93,68,33,9.42,scattered clouds
686,Port Arthur,CN,38.8,121.2667,23.22,56,92,7.05,overcast clouds
687,La Solana,ES,38.9442,-3.2381,51.51,44,0,4.5,clear sky
688,Grand Gaube,MU,-20.0064,57.6608,75.6,79,67,1.99,broken clouds
689,Bowen,AU,-20.0167,148.2333,74.86,76,6,6.93,clear sky
690,Coahuayana,MX,18.7333,-103.6833,89.08,39,0,7.99,clear sky
691,Hay River,CA,60.8156,-115.7999,-9.42,70,75,6.91,light snow
692,Santa Cruz,BO,-17.8,-63.1667,89.65,40,40,14.97,scattered clouds
693,Half Moon Bay,US,37.4636,-122.4286,73.15,47,0,6.91,haze
694,Pandamatenga,BW,-18.5278,25.627,68.0,80,40,3.89,scattered clouds
695,Katangli,RU,51.7102,143.2326,13.59,94,100,14.79,snow
696,Naze,JP,28.3667,129.4833,57.09,78,92,13.82,overcast clouds
